Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,cost
24341,2.01,Ideal,J,SI1,62.3,57.0,12607,8.05,7.99,5.0,5.224023069079902
24342,1.71,Premium,H,VS2,58.8,60.0,12607,7.85,7.8,4.6,2.3245828027420066
24343,1.36,Ideal,F,VVS2,61.6,56.0,12608,7.17,7.08,4.39,4.971609328588399
24344,1.79,Very Good,I,VS2,60.5,56.0,12610,7.87,7.9,4.77,5.6868231142026175
24345,2.0,Fair,F,SI2,59.8,68.0,12610,8.13,7.95,4.81,2.285609495376738
24346,2.1,Very Good,I,SI2,60.6,60.0,12612,8.29,8.33,5.04,1.3001319676669454
24347,1.21,Ideal,F,VVS1,62.0,58.0,12613,6.82,6.86,4.24,4.042333940523246
24348,1.39,Very Good,E,VS1,60.9,61.0,12614,7.15,7.19,4.37,6.7358905547474555
24349,2.02,Good,F,SI2,57.1,60.0,12615,8.31,8.25,4.73,3.1666887684131515
24350,1.53,Ideal,F,SI1,62.2,55.0,12616,7.35,7.37,4.57,6.303512334027469
24351,1.53,Ideal,F,SI1,61.5,56.0,12616,7.38,7.42,4.56,1.0095803464820252
24352,2.01,Fair,H,SI2,65.9,57.0,12617,7.8,7.74,5.12,3.394921656827269
24353,2.01,Very Good,H,SI2,63.4,58.0,12617,8.01,7.94,5.06,1.7879452580923083
24354,2.01,Ideal,I,SI1,62.4,54.0,12617,8.04,7.96,5.0,4.14721750596585
24355,2.01,Premium,I,SI1,61.0,60.0,12617,8.16,8.11,4.96,8.774941605267992
24356,2.03,Ideal,G,SI1,63.0,56.0,12618,8.04,7.99,5.05,1.5769234352336503
24357,1.63,Ideal,H,VS2,61.3,56.0,12620,7.6,7.57,4.65,8.808106247753727
24358,1.7,Very Good,I,VS1,61.9,57.0,12621,7.67,7.64,4.74,0.6333103049874633
24359,1.53,Very Good,F,SI1,61.9,56.0,12621,7.45,7.32,4.57,5.23916353383016
24360,1.58,Ideal,F,SI1,60.3,56.0,12621,7.56,7.62,4.58,2.7780233318654304
24361,0.26,Ideal,F,VVS1,62.7,55.0,635,4.07,4.1,2.56,3.957851033924531
24362,0.3,Ideal,H,VVS1,62.0,56.0,636,4.31,4.34,2.68,8.416087419048035
24363,0.42,Ideal,J,VS1,62.3,53.0,636,4.83,4.86,3.02,2.2137481890664223
24364,0.36,Ideal,D,SI1,61.3,56.0,636,4.61,4.65,2.84,0.9041776199797591
24365,0.4,Very Good,G,SI1,58.3,62.0,636,4.81,4.86,2.82,1.3681979061503158
24366,0.31,Premium,D,VS2,61.7,58.0,636,4.32,4.37,2.68,5.844843584579751
24367,0.31,Very Good,E,VS1,61.9,56.0,636,4.32,4.37,2.69,9.490354390946287
24368,0.31,Ideal,D,VS2,62.1,55.0,636,4.32,4.38,2.7,1.7829901413593585
24369,0.31,Premium,E,VS1,61.0,60.0,636,4.35,4.37,2.66,0.8546420499726892
24370,0.41,Ideal,J,VS2,61.8,55.0,637,4.78,4.81,2.96,1.1408486501922765
24371,0.41,Ideal,J,VS2,62.2,54.4,637,4.72,4.75,2.95,3.6321515551261263
24372,0.32,Ideal,E,VS2,61.6,56.0,637,4.4,4.43,2.72,7.251908097400265
24373,0.3,Ideal,G,VS1,60.4,55.0,637,4.38,4.41,2.66,4.2651809813220565
24374,0.38,Ideal,H,SI1,61.2,55.1,637,4.69,4.73,2.88,1.410317616278569
24375,0.34,Ideal,E,SI1,61.0,55.0,637,4.54,4.56,2.77,6.2540555191587845
24376,0.34,Ideal,E,SI1,61.2,57.0,637,4.48,4.51,2.75,7.741212164311913
24377,0.31,Good,F,VS2,58.2,58.0,637,4.46,4.51,2.61,3.2033694368995413
24378,0.3,Ideal,G,VVS2,61.1,58.0,638,4.33,4.35,2.65,4.679645405479644
24379,0.31,Ideal,E,VS1,60.1,55.0,638,4.42,4.53,2.69,3.239816177946848
24380,0.32,Good,E,VS1,64.3,59.0,638,4.28,4.34,2.77,8.397742227202276
24381,0.32,Fair,F,SI1,64.4,54.0,638,4.36,4.33,2.8,8.813402618778346
24382,0.32,Premium,F,SI1,60.7,62.0,638,4.43,4.4,2.68,1.2248141123585188
24383,0.38,Ideal,F,I1,62.5,57.0,638,4.64,4.61,2.89,6.493044065451402
24384,0.3,Very Good,G,VVS2,62.9,55.0,638,4.28,4.31,2.7,1.8982831158948166
24385,0.41,Good,D,SI2,63.1,54.0,638,4.72,4.75,2.99,7.795034731129562
24386,0.41,Good,E,SI2,63.5,55.0,638,4.69,4.73,2.99,5.7544714324275255
24387,0.41,Good,E,SI2,63.8,57.0,638,4.68,4.75,3.01,3.738179346232732
24388,0.41,Very Good,D,SI2,62.3,61.0,638,4.72,4.75,2.95,1.326355823453893
24389,0.41,Very Good,E,SI2,62.8,58.0,638,4.69,4.73,2.96,2.438036479702459
24390,0.41,Very Good,E,SI2,63.0,57.0,638,4.7,4.73,2.97,1.2280109404644357
24391,1.7,Ideal,I,VS1,62.2,55.0,12622,7.63,7.67,4.76,0.07680938730106002
24392,1.7,Very Good,I,VS1,59.8,59.0,12622,7.7,7.79,4.63,9.654056233628198
24393,1.51,Ideal,G,VS2,61.8,55.0,12626,7.43,7.39,4.58,6.926658350726441
24394,1.3,Ideal,F,VVS2,62.1,55.0,12629,6.96,7.04,4.35,3.685718260268691
24395,2.18,Premium,H,SI2,59.4,61.0,12631,8.49,8.45,0.0,3.9203511313754658
24396,2.11,Premium,H,SI2,60.9,59.0,12633,8.3,8.25,5.04,9.91485666022126
24397,2.11,Fair,G,SI2,65.0,56.0,12633,8.06,8.01,5.22,8.788955640687773
24398,2.08,Very Good,J,SI1,62.6,58.0,12637,8.09,8.15,5.08,7.01971409667689
24399,2.01,Very Good,D,SI2,58.3,63.0,12639,8.28,8.25,4.82,2.800366097383539
24400,1.71,Ideal,H,SI1,62.2,56.0,12641,7.74,7.7,4.8,5.056850640529808
24401,1.5,Ideal,F,VS2,60.3,57.0,12641,7.42,7.33,4.45,2.123577568486178
24402,1.06,Very Good,E,IF,62.4,55.0,12642,6.5,6.54,4.07,1.7260724672508199
24403,1.51,Premium,E,SI1,58.3,59.0,12644,7.52,7.47,4.37,9.590869639329709
24404,1.51,Premium,E,SI1,61.5,58.0,12644,7.38,7.33,4.52,4.178133334753957
24405,1.58,Premium,G,VS1,62.1,59.0,12645,7.46,7.43,4.62,9.114938429571852
24406,1.55,Ideal,E,SI1,62.3,56.0,12646,7.43,7.37,4.61,0.032696538430311284
24407,1.14,Very Good,E,IF,63.3,57.0,12647,6.63,6.71,4.22,9.850099066575044
24408,1.52,Very Good,H,VVS2,62.8,56.0,12648,7.3,7.32,4.59,8.584422282627292
24409,1.51,Ideal,D,SI1,60.7,59.0,12648,7.47,7.42,4.52,6.7385992253983
24410,1.32,Fair,F,VVS1,58.0,66.0,12648,7.31,7.28,4.23,0.2512420741636501
24411,1.53,Very Good,G,VS1,62.8,56.0,12654,7.31,7.37,4.61,0.005731971704138195
24412,2.0,Ideal,H,SI1,61.8,57.0,12654,8.05,8.01,4.96,7.504315192242812
24413,2.05,Ideal,J,SI2,61.6,55.0,12654,8.18,8.11,5.02,6.617746089510705
24414,2.0,Good,G,SI2,64.3,56.0,12654,7.93,7.89,5.09,6.131582649264212
24415,2.23,Very Good,J,SI2,60.5,61.0,12655,8.4,8.47,5.1,7.420053799669095
24416,1.51,Premium,E,SI1,58.6,62.0,12655,7.58,7.53,4.43,9.215066530125416
24417,2.08,Premium,H,SI2,62.8,60.0,12655,8.12,8.03,5.07,4.548904455966593
24418,1.21,Ideal,D,VVS2,62.8,55.0,12657,6.77,6.84,4.26,5.606138687106057
24419,1.64,Premium,F,SI1,62.8,59.0,12670,7.53,7.51,4.72,0.397426331495897
24420,1.41,Premium,E,VS1,58.8,59.0,12671,7.3,7.26,4.28,5.433929140954343
24421,1.58,Ideal,F,SI1,61.6,55.0,12671,7.52,7.57,4.65,8.244863203443254
24422,1.5,Very Good,G,VS2,62.5,59.0,12672,7.23,7.27,4.53,6.49586183979968
24423,1.73,Premium,I,VS1,62.2,59.0,12674,7.65,7.62,4.75,9.185329688539051
24424,1.89,Ideal,J,VS1,62.0,56.0,12674,7.93,7.98,4.93,0.22461954975089737
24425,2.06,Premium,H,SI2,62.6,58.0,12677,8.06,8.03,5.04,1.8436679143075974
24426,2.03,Ideal,F,SI2,62.4,57.0,12677,8.09,8.02,5.03,8.861183866930325
24427,2.02,Ideal,H,SI2,62.4,56.0,12680,8.14,8.04,5.06,0.05033861548976892
24428,2.02,Premium,H,SI2,61.7,61.0,12680,8.14,8.08,5.01,1.832855800790807
24429,2.01,Good,I,SI2,64.6,57.0,12681,7.82,7.88,5.07,0.6584491959308103
24430,1.7,Premium,G,VS2,61.4,58.0,12681,7.67,7.63,4.7,4.69851244683399
24431,1.6,Ideal,H,VS1,61.4,57.0,12681,7.59,7.53,4.64,2.363057577840645
24432,1.68,Premium,F,SI1,60.7,62.0,12681,7.72,7.66,4.67,1.475300187734152
24433,2.01,Very Good,J,VS2,62.1,60.0,12683,7.88,8.0,4.93,8.74038108271918
24434,1.65,Very Good,H,VS1,62.0,54.0,12686,7.55,7.62,4.7,5.727025255904527
24435,2.54,Ideal,I,SI2,61.4,54.0,12687,8.83,8.78,5.41,7.61064770099361
24436,1.51,Ideal,D,SI1,62.3,56.0,12688,7.3,7.4,4.58,4.156791057087731
24437,2.01,Premium,J,SI1,60.5,59.0,12690,8.12,8.01,4.88,5.818799211931185
24438,2.12,Premium,H,SI2,62.3,58.0,12693,8.25,8.16,5.12,8.073081125290502
24439,1.5,Good,F,VS2,60.2,58.0,12693,7.31,7.35,4.41,5.124968679063873
24440,2.04,Ideal,J,SI1,62.6,55.0,12696,8.08,8.12,5.07,3.5120669020951354
24441,1.72,Premium,H,SI1,62.4,62.0,12696,7.63,7.52,4.73,0.5306212097074436
24442,1.51,Premium,G,VS2,59.6,57.0,12696,7.52,7.49,4.47,2.0700911412980547
24443,1.57,Very Good,D,SI1,58.9,58.0,12697,7.57,7.63,4.48,4.009378788189638
24444,1.25,Ideal,F,VVS1,62.2,56.0,12698,6.93,6.89,4.3,7.632572232124861
24445,1.91,Ideal,G,SI2,62.2,55.0,12700,7.9,7.94,4.93,2.670879084652227
24446,1.5,Ideal,H,VS1,62.4,56.0,12702,7.29,7.34,4.57,9.565410761703909
24447,1.52,Premium,D,SI1,59.8,58.0,12707,7.51,7.55,4.5,5.8736485811884425
24448,2.12,Ideal,D,SI2,62.9,55.0,12707,8.17,8.14,5.13,7.829997630011304
24449,1.51,Good,D,VS2,59.8,65.0,12709,7.36,7.43,4.42,9.729350290423557
24450,1.62,Ideal,F,SI1,62.7,56.0,12712,7.44,7.5,4.68,2.6117667254682777
24451,1.37,Premium,E,VS1,59.4,60.0,12713,7.27,7.2,4.3,1.505519260382595
24452,2.02,Ideal,J,SI1,59.8,60.0,12713,8.21,8.16,4.9,5.870009447205301
24453,2.03,Very Good,I,SI2,61.2,55.0,12714,8.14,8.26,5.02,5.619168841266281
24454,2.03,Ideal,J,SI2,62.1,57.0,12716,8.06,8.12,5.02,7.16134227453135
24455,1.53,Premium,G,VS2,61.8,59.0,12717,7.45,7.31,4.56,5.931999283806402
24456,1.56,Ideal,E,VS2,60.5,57.0,12717,7.56,7.5,4.56,0.4112504796225014
24457,2.01,Ideal,I,SI1,62.9,57.0,12717,8.05,7.98,5.04,4.143302214302759
24458,1.74,Ideal,H,SI1,61.9,55.0,12720,7.74,7.71,4.78,2.611250020268363
24459,2.14,Ideal,H,SI2,63.0,55.0,12720,8.25,8.23,5.19,0.9354030241103473
24460,1.13,Premium,F,IF,59.8,60.0,12722,6.82,6.76,4.06,0.3720165178791557
24461,1.7,Good,H,VS2,62.5,59.0,12723,7.48,7.58,4.71,9.84139518834721
24462,1.11,Ideal,E,VVS1,61.3,54.0,12725,6.68,6.72,4.11,2.2408048181938813
24463,1.5,Ideal,I,IF,61.3,56.0,12725,7.34,7.41,4.52,8.227910531409737
24464,1.52,Very Good,G,VS2,61.6,56.0,12730,7.37,7.43,4.56,9.65344615474557
24465,1.53,Ideal,H,VVS2,61.9,57.0,12731,7.35,7.39,4.56,8.854476964231415
24466,1.3,Ideal,F,VVS2,62.4,57.0,12734,6.97,6.9,4.33,1.3623073044540224
24467,1.32,Very Good,F,VVS2,61.6,61.0,12736,6.97,7.02,4.31,2.337916823132997
24468,2.02,Ideal,J,SI2,62.2,57.0,12736,8.11,8.18,5.07,6.456674594798244
24469,1.7,Premium,I,VS1,59.8,59.0,12737,7.79,7.7,4.63,8.33795929975651
24470,1.7,Ideal,I,VS1,62.2,55.0,12737,7.67,7.63,4.76,5.678347013732204
24471,1.51,Premium,E,SI1,60.6,59.0,12738,7.45,7.41,4.5,2.238493887691532
24472,1.51,Premium,D,SI1,59.6,58.0,12738,7.51,7.48,4.47,9.152864212817676
24473,1.52,Premium,G,VS2,60.9,61.0,12738,7.41,7.38,4.5,3.815465752369187
24474,1.51,Premium,D,SI1,61.6,57.0,12738,7.41,7.32,4.54,4.654158572495749
24475,1.51,Ideal,D,SI1,59.5,57.0,12738,7.56,7.46,4.47,3.270385154807287
24476,2.05,Ideal,F,SI2,62.2,57.0,12743,8.19,8.12,5.07,9.90693808639605
24477,1.39,Ideal,F,VS2,61.5,55.0,12744,7.19,7.23,4.44,5.707414340023575
24478,1.3,Ideal,F,VVS2,62.1,55.0,12745,7.04,6.96,4.35,1.4025604749049048
24479,2.2,Premium,H,SI2,61.5,58.0,12747,8.44,8.38,5.18,3.577646727727103
24480,1.1,Ideal,E,VVS1,61.1,56.0,12748,6.69,6.73,4.1,9.067798595996194
24481,2.13,Premium,H,SI2,62.4,56.0,12753,8.26,8.19,5.13,3.749488474818714
24482,1.5,Good,E,SI1,64.2,55.0,12754,7.17,7.22,4.62,9.450118740534556
24483,1.71,Good,I,VS1,63.7,58.0,12755,7.58,7.54,4.81,5.401158318594073
24484,2.28,Ideal,J,SI1,61.6,57.0,12755,8.5,8.43,5.21,7.965781320742261
24485,1.51,Premium,G,VS2,62.7,58.0,12756,7.2,7.31,4.55,0.606238928240509
24486,1.51,Good,G,VS2,63.3,60.0,12756,7.2,7.28,4.58,8.610523186766379
24487,1.51,Premium,G,VS2,62.5,59.0,12756,7.28,7.34,4.57,0.4730268854929853
24488,1.51,Very Good,G,VS2,58.9,60.0,12756,7.47,7.55,4.42,1.3556782698848913
24489,2.01,Ideal,H,SI2,62.3,57.0,12762,8.1,8.04,5.03,8.95014654407371
24490,1.52,Ideal,H,VVS2,62.8,56.0,12764,7.32,7.3,4.59,7.928934661917113
24491,2.0,Fair,H,VS2,65.2,56.0,12765,7.92,7.87,5.15,0.18804728018928962
24492,2.03,Very Good,D,SI2,63.1,59.0,12765,8.12,7.99,5.08,5.134441673058285
24493,2.05,Premium,I,VS1,60.3,59.0,12766,8.25,8.21,4.96,3.141686302526433
24494,2.0,Very Good,J,SI1,60.8,58.0,12768,7.99,8.07,4.88,1.2405923858404677
24495,2.23,Premium,J,SI2,60.5,61.0,12770,8.47,8.4,5.1,0.4045462997111626
24496,1.73,Premium,D,SI1,60.6,59.0,12770,7.76,7.68,4.68,5.792801506765399
24497,2.11,Very Good,J,SI2,60.8,61.0,12771,8.21,8.36,5.04,6.927443108229619
24498,1.65,Very Good,H,VS1,62.0,58.0,12773,7.56,7.66,4.72,5.110701302471017
24499,1.19,Ideal,F,VVS1,61.9,57.0,12776,6.84,6.79,4.22,1.803829576468431
24500,2.07,Ideal,J,SI2,62.5,56.0,12778,8.18,8.08,5.08,7.766353288570494
24501,1.51,Very Good,E,VS2,62.7,59.0,12779,7.2,7.32,4.55,3.600429040688773
24502,1.64,Very Good,E,SI1,61.8,59.0,12779,7.51,7.55,4.65,8.361168962216365
24503,1.54,Good,E,SI1,63.8,57.0,12779,7.31,7.34,4.67,9.22350992319682
24504,1.5,Ideal,G,VS2,62.5,55.0,12787,7.26,7.23,4.53,5.76153784964922
24505,1.5,Premium,G,VS2,60.3,60.0,12787,7.34,7.26,4.4,0.6032796720681388
24506,1.5,Good,G,VS2,63.6,60.0,12787,7.24,7.2,4.59,9.905989257707898
24507,1.2,Premium,E,VVS2,62.3,59.0,12787,6.83,6.79,4.24,1.3933921290296192
24508,1.5,Premium,G,VS2,62.5,59.0,12787,7.27,7.23,4.53,6.383620715952356
24509,1.5,Fair,G,VS2,64.4,56.0,12787,7.16,7.09,4.59,2.265350464329745
24510,1.13,Ideal,D,VVS2,62.3,54.0,12788,6.64,6.7,4.16,2.873175509240369
24511,1.71,Very Good,H,SI1,59.5,59.0,12791,7.78,7.81,4.64,4.735735224262725
24512,1.53,Ideal,E,SI1,62.3,54.2,12791,7.35,7.38,4.59,6.145526934204905
24513,2.14,Premium,G,SI2,60.1,58.0,12792,8.4,8.35,5.03,0.028269005771976996
24514,2.04,Premium,G,SI2,61.3,60.0,12794,8.18,8.13,5.0,2.0925395273874248
24515,1.19,Ideal,D,VVS2,62.0,57.0,12795,6.76,6.86,4.22,0.517878830173818
24516,1.5,Very Good,G,VVS2,60.9,56.0,12798,7.34,7.37,4.48,3.203066739810162
24517,2.02,Good,J,SI1,63.5,60.0,12798,7.93,7.98,5.05,6.452739311392662
24518,1.58,Very Good,D,SI1,62.4,60.0,12799,7.41,7.44,4.63,3.001412724812246
24519,2.04,Fair,E,SI2,65.4,55.0,12799,7.87,7.93,5.17,1.0991536098989851
24520,1.54,Premium,G,VS2,60.9,59.0,12800,7.49,7.45,4.55,6.9152974219214824
24521,1.56,Ideal,G,VS2,62.2,54.0,12800,0.0,0.0,0.0,3.673760810596117
24522,1.57,Ideal,H,VS2,61.5,54.0,12809,7.47,7.5,4.61,5.2845326055076995
24523,1.57,Ideal,H,VS1,62.2,55.0,12810,7.44,7.49,4.64,2.977212922910153
24524,2.29,Fair,J,SI1,56.8,66.0,12811,8.79,8.69,4.96,7.9200078432212155
24525,1.9,Premium,F,SI2,62.9,61.0,12812,7.78,7.73,4.88,8.046657833050636
24526,2.01,Ideal,J,SI2,62.1,56.0,12814,8.06,8.13,5.03,0.235089026130485
24527,1.91,Ideal,G,SI2,62.2,55.0,12816,7.94,7.9,4.93,0.515474543876745
24528,1.66,Very Good,E,SI1,61.7,58.0,12818,7.52,7.59,4.66,2.1230724783718014
24529,1.64,Premium,F,SI1,61.3,58.0,12821,7.65,7.59,4.67,0.7922804347956369
24530,1.5,Ideal,G,VS2,63.0,56.0,12821,7.32,7.26,4.59,0.38883436745005273
24531,1.5,Premium,G,VVS2,61.2,59.0,12821,7.4,7.31,4.5,9.933625310836304
24532,1.81,Very Good,I,VS2,62.7,58.0,12822,7.68,7.77,4.84,7.0885931145394725
24533,1.52,Premium,D,SI1,59.8,58.0,12823,7.55,7.51,4.5,7.55728632987887
24534,1.52,Premium,D,SI1,59.5,61.0,12823,7.5,7.43,4.44,8.007091504905356
24535,1.52,Premium,D,SI1,59.2,61.0,12823,7.59,7.55,4.48,1.81875876079302
24536,1.31,Ideal,F,VS1,62.1,55.0,12825,6.97,7.0,4.34,2.1557821798608034
24537,2.18,Good,H,SI1,63.8,57.0,12825,8.24,8.17,5.23,1.7721251418726303
24538,1.62,Ideal,F,SI1,62.7,56.0,12828,7.5,7.44,4.68,5.821050673102243
24539,1.51,Fair,E,VS2,65.0,58.0,12829,7.06,7.12,4.61,9.353090492229642
24540,2.01,Ideal,G,SI1,61.6,57.0,12829,8.08,8.0,4.95,0.8668883175274422
24541,2.01,Very Good,H,SI2,63.4,56.0,12829,8.09,7.99,5.1,1.9314027729798655
24542,2.01,Premium,I,SI1,60.5,58.0,12829,8.2,8.06,4.92,5.235321036244226
24543,2.01,Premium,H,SI1,61.2,62.0,12829,8.18,8.12,4.99,7.557870859475367
24544,1.72,Ideal,G,VS2,62.8,57.0,12830,7.65,7.58,4.78,4.011236678675504
24545,1.51,Premium,G,VS1,62.4,60.0,12831,7.3,7.34,4.57,8.815881104435398
24546,2.26,Ideal,G,SI2,61.9,57.0,12831,8.44,8.36,5.2,0.051614602811952404
24547,2.02,Premium,J,VS2,61.1,58.0,12832,8.04,8.1,4.93,2.1666837540313777
24548,2.02,Ideal,J,VS2,62.0,56.0,12832,8.06,8.13,5.02,5.193940636494151
24549,1.7,Very Good,H,VS2,63.3,58.0,12833,7.48,7.56,4.76,2.2246806268398
24550,2.05,Very Good,I,SI2,59.8,56.0,12839,8.32,8.41,5.0,5.26264814634084
24551,1.52,Very Good,G,VS2,62.1,58.0,12840,7.36,7.43,4.59,4.430964774831711
24552,1.52,Ideal,G,VS2,61.1,57.0,12840,7.39,7.45,4.53,6.022601761533569
24553,1.28,Ideal,F,VVS2,62.2,56.0,12841,6.95,6.91,4.32,2.929727465624672
24554,2.06,Premium,I,SI2,61.1,57.0,12842,8.3,8.24,5.05,9.369908582765479
24555,1.78,Ideal,H,SI1,62.1,57.0,12843,7.77,7.73,4.81,8.651893829142235
24556,1.58,Very Good,E,SI1,62.9,59.0,12844,7.38,7.43,4.66,5.251365986252044
24557,2.03,Premium,I,SI1,59.8,59.0,12844,8.29,8.24,4.94,1.88594146362272
24558,2.01,Very Good,J,VS1,60.2,61.0,12845,8.16,8.23,4.93,2.575590796757694
24559,1.59,Very Good,D,VS2,61.4,60.0,12846,7.47,7.6,4.63,3.8118404697863273
24560,1.51,Ideal,G,VS2,59.8,60.0,12846,7.45,7.5,4.47,2.6917296098173105
24561,1.23,Ideal,D,VVS2,62.0,55.0,12848,6.85,6.92,4.27,8.99215811883041
24562,1.53,Ideal,H,VVS2,61.9,57.0,12848,7.39,7.35,4.56,6.665760019831733
24563,1.53,Premium,E,SI1,61.3,59.0,12851,7.35,7.4,4.52,6.51145872618487
24564,2.18,Very Good,J,SI2,62.6,58.0,12853,8.23,8.25,5.16,5.901530880183687
24565,2.05,Premium,G,SI2,62.1,56.0,12857,8.18,8.1,5.04,5.876226892545211
24566,1.62,Ideal,F,SI1,62.5,55.0,12857,7.56,7.52,4.71,5.343423084537932
24567,1.5,Very Good,G,VS1,61.7,63.0,12862,7.31,7.24,4.49,6.9915286519831845
24568,2.03,Premium,J,SI1,62.1,59.0,12862,8.06,8.12,5.02,7.645234349019901
24569,1.56,Ideal,H,VS2,62.2,56.0,12864,7.45,7.47,4.64,1.0623364984606398
24570,1.01,Ideal,E,IF,61.4,57.0,12865,6.53,6.46,3.99,3.4254768198424754
24571,1.5,Very Good,F,VS2,62.6,59.0,12870,7.22,7.31,4.55,6.176746790926689
24572,1.5,Good,E,SI1,64.2,55.0,12870,7.22,7.17,4.62,7.4432554152972665
24573,1.6,Ideal,F,SI1,61.0,57.0,12871,7.54,7.6,4.62,7.443469264911449
24574,1.51,Premium,G,VS2,62.5,59.0,12872,7.34,7.28,4.57,3.975994312644847
24575,1.51,Premium,G,VS2,62.7,58.0,12872,7.31,7.2,4.55,2.482679799328622
24576,1.51,Very Good,G,VS2,63.3,60.0,12872,7.28,7.2,4.58,8.560052395040833
24577,1.51,Very Good,G,VS2,63.5,57.0,12872,7.23,7.19,4.58,3.175167027928245
24578,1.7,Very Good,H,VS2,61.9,60.0,12874,7.57,7.61,4.7,5.517452633277708
24579,1.7,Very Good,H,VS2,62.8,58.0,12874,7.52,7.57,4.74,4.11578272408171
24580,1.72,Premium,H,SI1,61.4,59.0,12880,7.64,7.71,4.71,3.492099053389434
24581,2.48,Ideal,I,SI2,62.3,57.0,12883,8.64,8.58,5.36,1.533690542082946
24582,2.08,Premium,G,SI2,62.2,60.0,12883,8.16,8.09,5.06,7.409985260953929
24583,2.02,Ideal,J,SI1,62.7,54.2,12884,8.03,8.08,5.05,8.831784269171234
24584,1.42,Very Good,G,VVS2,62.6,60.0,12891,7.14,7.17,4.48,6.343470349285365
24585,2.05,Premium,D,SI2,60.0,58.0,12891,8.31,8.23,4.96,3.4550569037878045
24586,1.15,Very Good,E,IF,59.2,57.0,12895,6.78,6.86,4.04,2.8672671017334705
24587,1.64,Premium,E,SI1,61.8,59.0,12896,7.55,7.51,4.65,8.599909414497816
24588,1.58,Ideal,H,VVS2,62.0,56.0,12897,7.44,7.49,4.63,8.592281783900395
24589,2.01,Premium,E,SI1,60.4,61.0,12898,8.05,7.98,4.84,6.593844361266337
24590,1.51,Premium,F,VS2,61.8,56.0,12899,7.46,7.32,4.57,7.172995741704449
24591,1.49,Premium,G,VS1,60.8,62.0,12900,7.41,7.36,4.49,5.063822205201813
24592,1.2,Very Good,F,IF,62.3,60.0,12905,6.74,6.8,4.22,9.416400171783645
24593,1.51,Very Good,G,VS2,63.5,59.0,12906,7.2,7.13,4.55,8.704293479751442
24594,1.22,Ideal,F,VVS1,61.5,58.0,12906,6.85,6.9,4.23,6.310704703027666
24595,2.0,Ideal,I,VS1,62.3,56.0,12907,8.08,8.03,5.02,6.6350951444436905
24596,1.53,Ideal,G,VS2,62.8,57.0,12907,7.48,7.43,4.63,0.2608349605765492
24597,2.28,Very Good,H,SI2,63.3,54.0,12907,8.36,8.29,5.27,2.9681673476948065
24598,1.52,Ideal,E,SI1,62.0,56.0,12907,7.36,7.34,4.56,6.779350125404688
24599,2.0,Fair,I,VS1,66.3,54.0,12907,7.98,7.88,5.26,4.56923610156846
24600,1.63,Ideal,H,SI1,61.8,57.0,12910,7.5,7.54,4.64,5.131146135418641
24601,1.19,Ideal,D,VVS2,62.0,57.0,12912,6.86,6.76,4.22,6.091141264442398
24602,2.02,Very Good,J,SI1,63.5,60.0,12915,7.98,7.93,5.05,7.859846796533438
24603,1.52,Very Good,G,VS1,59.3,59.0,12916,7.48,7.55,4.46,9.091197898594347
24604,1.75,Good,D,SI1,63.8,57.0,12918,7.63,7.53,4.84,8.332850374695845
24605,2.23,Premium,H,SI2,59.4,59.0,12921,8.6,8.54,5.09,3.958507869668174
24606,1.98,Fair,H,VS1,58.3,69.0,12923,8.28,8.17,4.8,6.016533193605218
24607,2.02,Good,I,SI2,61.0,62.0,12927,8.1,8.14,4.95,0.618729923953979
24608,2.02,Good,G,SI2,57.5,61.0,12929,8.37,8.35,4.81,4.99084295285158
24609,2.06,Premium,H,SI2,62.6,58.0,12931,8.06,8.03,5.04,9.382363705295981
24610,1.73,Premium,H,SI1,61.8,57.0,12931,7.77,7.64,4.76,9.054303205730422
24611,1.3,Ideal,G,IF,61.3,56.0,12932,7.03,7.06,4.32,8.017864095414936
24612,2.11,Very Good,I,SI2,63.8,54.0,12937,8.13,8.19,5.21,3.9938487465813077
24613,2.27,Ideal,I,SI2,60.5,55.0,12939,8.63,8.53,5.19,0.5267601616032924
24614,1.81,Premium,I,VS2,62.7,58.0,12939,7.77,7.68,4.84,2.6617287858912575
24615,2.0,Premium,H,SI2,62.5,58.0,12940,8.14,8.03,5.05,7.985404690746001
24616,1.39,Ideal,G,IF,60.6,55.0,12943,7.21,7.27,4.39,0.7451469667580646
24617,2.3,Good,I,SI2,63.8,55.0,12944,8.4,8.35,5.34,1.0189141126958112
24618,1.67,Ideal,H,VS2,62.6,56.0,12945,7.55,7.57,4.73,9.810123162134271
24619,1.51,Ideal,G,VS2,62.2,57.0,12947,7.28,7.36,4.55,9.908337903717523
24620,1.51,Fair,G,VS1,60.8,66.0,12948,7.35,7.25,4.44,1.2933397045824424
24621,1.51,Premium,G,VS1,62.4,60.0,12948,7.34,7.3,4.57,1.6496479371538608
24622,1.55,Ideal,G,SI1,61.7,57.0,12951,7.4,7.44,4.58,3.518170450749174
24623,1.11,Ideal,F,VVS1,59.7,58.0,12956,6.7,6.74,4.01,5.5401747874396055
24624,1.11,Ideal,F,VVS1,62.1,57.0,12956,6.62,6.69,4.13,4.8424955890468695
24625,1.28,Ideal,F,VVS2,62.2,56.0,12958,6.95,6.91,4.32,2.6429562549361743
24626,1.52,Premium,G,VS2,62.6,55.0,12958,7.39,7.28,4.59,8.981054543829087
